/Users/iorife/github/crnn-lid/data/youtube/segmented/images/english/364.png, 0
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/russian/15.png, 5
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/german/212.png, 1
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/german/265.png, 1
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/german/291.png, 1
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/french/132.png, 2
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/portuguese/290.png, 6
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/portuguese/365.png, 6
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/english/281.png, 0
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/english/119.png, 0
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/russian/290.png, 5
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/spanish/164.png, 3
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/portuguese/359.png, 6
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/german/65.png, 1
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/english/310.png, 0
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/chinese/74.png, 4
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/chinese/8.png, 4
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/russian/157.png, 5
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/english/116.png, 0
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/portuguese/304.png, 6
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/spanish/336.png, 3
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/chinese/229.png, 4
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/russian/360.png, 5
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/russian/326.png, 5
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/german/62.png, 1
/Users/iorife/github/crnn-lid/data/youtube/segmented/images/spanish/49.png, 3
